category,text
business,christmas sales worst since uk retail sales fell december failing meet expectations making counts worst christmas since . retail sales dropped % month december .% rise november office national statistics (ons) said. ons revised annual rate growth .% estimated november .%. number retailers already reported poor figures december. clothing retailers non-specialist stores worst hit internet retailers showing significant growth according ons. last time retailers endured tougher christmas years previously sales plunged .%. ons echoed earlier caution bank england governor mervyn king read much poor december figures. analysts put positive gloss figures pointing non-seasonally-adjusted figures showed performance comparable . november-december jump last year roughly comparable recent averages although way serious booms seen s. figures retail volume outperformed measures actual spending indication consumers looking bargains retailers cutting prices. however reports high street retailers highlight weakness sector. morrisons woolworths house fraser marks spencer big food said festive period disappointing. british retail consortium survey found christmas worst years. yet retailers including hmv monsoon jessops body shop tesco reported festive sales well last year. investec chief economist philip shaw said expect poor retail figures immediate effect interest rates. retail sales figures weak bank england governor mervyn king indicated last night really get accurate impression christmas trading easter said mr shaw. view bank england keep powder dry wait see big picture.
business,worldcom trial starts new york trial bernie ebbers former chief executive bankrupt us phone company worldcom started new york selection jury. mr ebbers accused mastermind behind $bn (£bn) accounting fraud eventually saw firm collapse july . indictment includes charges securities fraud conspiracy filing false reports regulators. found guilty mr ebbers could face substantial jail sentence. firmly declared innocence. mr ebbers leadership worldcom emerged mississippi obscurity become $bn telecoms giant darling late investors. yet competition intensified telecoms boom petered worldcom found growing financial stress. worldcom finally collapsed shareholders lost $bn workers lost jobs. mr ebbers trial expected last two months latest series attempts us prosecutors pursue senior executives fraud. coincide retrial former tyco international chief dennis kozlowski top lieutenant accused looting industrial conglomerate tune $m. trail preparations also preparing former executives shamed us energy firm enron.
business,business confidence dips japan business confidence among japanese manufacturers weakened first time since march quarterly tankan survey found. slower economic growth rising oil prices stronger yen weaker exports blamed fall. december confidence level seen september bank japan said. however september reading strongest years. economy pause unlikely fall economy minister said. feel bit slower (next year) year growth may bit gentle situation recovery continue said economy minister heizo takenaka. bank japan december survey balance big manufacturers saying business conditions better minus saying worse september. japan economy grew .% three months september according revised data issued month. recovery slowing world second biggest economy expected grow .% . tankan index based survey firms. big manufacturers even pessimistic first quarter ; views suggest march reading could go low still positive territory weaker. dollar decline strengthened yen making japanese exports expensive us. china attempts cool fast-growing economy also hit japanese industry sales abroad. confidence among non-manufacturers unchanged final quarter forecast drop one point march survey. nonetheless japanese firms stepping capital investment survey found pace quickening. companies reported expect invest .% year march previous year expectations .% increase september tankan.
business,weak dollar trims cadbury profits world biggest confectionery firm cadbury schweppes reported modest rise profits weak dollar took bite results. underlying pre-tax profits rose % £m ($.bn) would % higher currency movements stripped out. owner brands dairy milk dr pepper snapple generates % sales outside uk. cadbury said confident would hit targets . external commercial environment remains competitive confident strategy brands people deliver within goal ranges said chief executive todd stitzer. modest profit rise expected analysts company said december poor summer weather hit soft drink sales europe. cadbury said underlying sales % . growth helped confectionery brands including cadbury trident halls enjoyed successful year like-for-like sales %. drinks sales % strong growth us carbonated soft drinks led dr pepper diet drinks offset weaker sales europe. cadbury added fuel growth cost-cutting programme saved £m bringing total cost savings £m since scheme began mid-. programme set close % group factories shed % workforce. cadbury schweppes employs people worldwide uk.
sport,hewitt survives nalbandian epic home favourite lleyton hewitt came dramatic five-set battle argentine david nalbandian reach australian open semi-finals. hewitt looked cruising victory racing two-set lead. nalbandian broke serve three times next two sets set nailbiting decider. hewitt eventually grabbed vital break th game served win - - - - - set meeting andy roddick. winner match face either roger federer marat safin final. ninth seed nalbandian never come back two sets win match indication would hewitt dominated first two sets. argentine stoked temperature ahead match saying hewitt exuberant on-court celebrations good sport words hewitt one change ends second set australian appeared brush shoulders went chairs. balance power changed completely third set hewitt allowed level dip double-faulted twice nalbandian broke way taking fourth set. tiring third seed showed incredible reserves strength force break despite outplayed much final set three times coming within two points defeat. produced love service game finish match four hours five minutes. kept hanging there. always tough serving second fifth set said hewitt never reached last four home grand slam. told give everything end paid again. long way holding trophy hanging there. four guys left win top four world. set pretty good showdown semis finals.
sport,trial date set balco case us judge set preliminary trial date balco steroid distribution case rocked athletics. us district court judge susan ilston rejected attempt defence team case dismissed pre-trial hearing san francisco. set march date case four men accused distributing illegal performance-enhancing drugs elite athletes heard. firm decision whether trial takes place expected january. judge said may conduct hearings january whether federal agents illegally searched balco headquarters wrongfully obtained statements company founder victor conte vice-president james valente. two men along personal trainer greg anderson athletics coach remy korchemny indicted earlier year pleaded innocence. outcome hearings could result charges dismissed. conte said would telling side story american tv show friday. world deserves know truth performance-enhancing drugs said. balco (the bay area laboratory cooperative) company centre scandal. company accused united states anti-doping agency (usada) source banned steroid thg modafinil. usada claims athletes received sanctions testing positive thg modafinil. former double world champion kelli white olympic relay star alvin harrison banned basis materials discovered balco investigation. britain former european champion dwain chambers currently serving two-year ban testing positive thg out-of-competition test .
sport,roddick talks new coach andy roddick reportedly close confirming us davis cup assistant dean goldfine new coach. roddick ended -month partnership brad gilbert monday goldfine admits talks taken place. really good conversation page terms expect player commitment wants said goldfine. reading got would lot qualities looking coach. speaking told south florida sun-sentinel newspaper goldfine added: said standpoint smart wants cover bases. think andy wants long-term relationship wants make sure right fit... best fit. goldfine worked todd martin roddick close friend mardy fish assistant coach us olympic team. martin name linked vacant post alongside roddick.
business,irish duo could block man utd bid irishmen jp mcmanus john magnier % stake manchester united reportedly reject formal £m offer club. sunday times sunday telegraph say oppose formal £m takeover bid us tycoon malcom glazer. mr glazer got permission look club accounts last week. irish billionaires mr mcmanus mr magnier said believe £m bid undervalues club prospects. mr magnier mr mcmanus hold stake cubic expression investment vehicle power block bid. mr glazer financial backers including jp morgan us investment bank said back bid unless receives backing owners least % club shares. however much speculation irish duo simply think price offered p share high enough. mr glazer stalking premier league football club since . mr magnier mr mcmanus issued statement late friday saying remained long-term investors man utd. sunday telegraph says board manchester united also considered management buyout p go ahead it.
business,strong demand triggers oil rally crude oil prices surged back $ barrel mark thursday energy market watchdog raised forecasts global demand. international energy agency (iea) warned demand opec crude first quarter would outstrip supply. iea raised estimate oil demand growth barrels day million barrels day. us light crude rose $. $. brent crude london gained $. $.. paris-based iea watchdog advises industrialized nations energy policy said upward revision due stronger demand china asian countries. fresh rally crude prices followed gains wednesday triggered large falls us crude supplies following cold spell north america january. us department energy reported crude stockpiles fallen barrels .m. top ongoing problems beleaguered russian oil giant yukos also prompted iea revise output estimates russia major non-opec supplier. think prices beginning set new range looks like $ $ level said energy analyst orin middleton barclays capital.
entertainment,usher leads billboard nominations r&b singer usher leading race billboard awards nominations categories including best male. alicia keys nominations awards held december mgm grand las vegas. multiple nominees include maroon outkast kanye west r kelly gretchen wilson hoobastank jay-z. soul singer stevie wonder receive billboard century award magazine highest honour creative achievement ceremony. awards hosted american idol presenter ryan seacrest feature performances usher gwen stefani nelly green day. usher keys battling prizes including artist year hot songwriter year billboard album year respective albums confessions diary alicia keys. maroon outkast also artist year outkast speakerboxxx/the love finalist billboard album year alongside josh groban closer. awards honour year leading artists songs determined performance billboard weekly charts.
business,durex maker ssl awaits firm bid uk condom maker ssl international refused comment reports may subject takeover early . financial times report said business intelligence firm gpw understood starting due diligence work ssl international corporate client. spokesman ssl makes famous durex brand condom would comment market speculation however news sent shares ssl also makes scholl footwear % . pence .p. ft said high-profile firm might woo ssl anglo-dutch household products group reckitt benckiser. eighteen months ago reckitt benckiser centre rumoured takeover bid ssl came nothing. firms seen would-be suitors include kimberly-clark johnson johnson private equity investors. analysts seen ssl takeover target years. sold surgical gloves antiseptics businesses £m management team may. ssl formed three-way merger seton healthcare footwear specialists scholl condom-maker london international group. brands include syndol analgesic meltus cough medicine sauber compression hosiery deodorant products mister baby.
business,south african car demand surges car manufacturers plants south africa including bmw general motors toyota volkswagen seen surge demand . new vehicle sales jumped % year earlier national association automobile manufacturers south africa (naamsa) said. strong economic growth low interest rates driven demand analysts expect trend continue. naamsa said expects sales top . south africa one best performing markets internationally car sales naamsa said. domestic demand set continue enjoy rapid growth foreign sales could come pressure analysts said. vehicle industry accounts % south africa total exports. however world auto market problems analysts warn overcapacity strength rand could hit exports.
business,imf agrees fresh turkey funding turkey agreed draft proposal international monetary fund borrow $bn (£.bn) extending ongoing financial support . turkey current $.bn loan agreement imf expires february new deal would see receive added support . return funding turkey would expected keep inflation control introduce market reforms. turkey economy steadily recovered severe crisis . economic growth average -% past three years ahead imf forecasts inflation fell % year first time years. however turkey huge debt burden already owing $bn imf current account deficit swelled $.bn year. turkish economics minister ali babacan said two sides reached general agreement new three year funding program. rodrigo de rato imf managing director said loan agreement would help improve turkish economic prospects cutting debt stimulating growth. believe new programme implemented successfully help turkey create conditions sustained growth employment creation reduce inflation toward european level enhance economy resilience said. agreement must still ratified imf directors meeting expected take place next month. agreement would also enable turkey defer payments previous loans worth $.m . part draft agreement turkey signed letter intent stating determination push far-reaching reforms tax benefits system banking sector. reforms considered vital turkey fulfil ambition joining european union. eu decide december whether begin entry talks turkey. us largest imf members strong supporter continued financial support turkey.
sport,smith keen home series return scotland manager walter smith given backing reinstatement home international series. plan proposed new chief executive northern irish fa howard wells next meeting four home countries. english fa expressed doubt whether fixtures could accommodated end season. smith said: bringing back would add meaning friendly games something needed. home international series done away traditional scotland-england fixture continuing . game one smith would delighted see reinstated. scotland v england match highlight end season added. italy friendly russia last week made seven substitutions around fans turned watch. england criticised - draw holland way scotland slammed past poor results friendlies. put performance friendly games. de-motivating. dangerous road go players apply manner should. would support return home internationals problem would fitting fixture schedule.
sport,bomb threat bernabeu stadium spectators evacuated real madrid bernabeu stadium sunday following bomb scare game hosts real sociedad. people abandoned ground score - three minutes left play. basque newspaper gara apparently received telephone call saying bomb due explode local time. searching stadium sniffer dogs police said explosive device found. police said completed search found anything said real madrid president florentino perez. best thing put nightmare behind us. madrid midfielder guti told private spanish radio station cadena ser: never seen sport all. real took lead break brazilian striker ronaldo cracked home left foot. sociedad levelled match midway second half turkish striker nihat kahveci smashed home acrobatic finish. yet clear remaining three minutes game played later date result allowed stand. result remains - real drop third place standings points behind leaders barcelona snatched late - win albacete saturday. initial reports suggested basque separatist group eta may responsible bomb threat issuing similar warnings series small explosions recent days. bernabeu targeted eta may madrid play fc barcelona champions league semi-final. car bomb exploded street outside stadium people slightly injured.
sport,kuznetsova failed drugs test us open champion svetlana kuznetsova tested positive banned drug according belgian authorities. belgian sports minister claude eerdekens said russian world number five tested positive stimulant ephedrine december. kuznetsova playing exhibition event charleroi time. eerdekens said: problem. ephedrine discovered. remains innocent proved guilty. ask tested again. situation remains unclear tournament commissioned world anti-doping agency (wada) international tennis federation (itf) women tennis accosiation (wta). test carried regional belgian authorities kuznetsova yet able b sample tested. speaking australian open monday eerdekens identified kuznetsova said: worried. using anything push myself. notified positive test think unfair come way did. eerdekens said confirmation findings sent last friday player address spain well belgian prosecutors office belgian russian tennis federations. conceded kuznetsova might taken medicine contained banned substance. simply stated fact said. federation concerned impose disciplinary measures procedure respects defence. either ephedrine taken improve performance took medicine legitimately cure infection. however kuznetsova naming condemned russian tennis chief shamil tarpishchev. first belgian sports minister broken every ethical rule book naming player without proof wrongdoing without basic evidence tarpishchev said. know basic principle doping cases. positive sample notify international tennis federation (itf) well national federation within three days said. case here. today received statement doping officials itf. today called itf headquarters told know nothing it. wada (the world anti-doping agency) behind testing would also known something now. otherwise looks pure fiction fabrication facts.
tech,brainwave cap controls computer team us researchers shown controlling devices brain step closer. four people two partly paralysed wheelchair users successfully moved computer cursor wearing cap electrodes. previous research shown monkeys control computer electrodes implanted brain. new york team reported findings proceedings national academy sciences. results show people learn use scalp-recorded electroencephalogram rhythms control rapid accurate movement cursor two directions said jonathan wolpaw dennis mcfarlane. research team new york state department health state university new york albany said research another step towards people controlling wheelchairs electronic devices thought. four people faced large video screen wearing special cap meant surgery implantation needed. brain activity produces electrical signals read electrodes. complex algorithms translate signals instructions direct computer. brain activity require use nerves muscles people stroke spinal cord injuries could use cap effectively. impressive non-invasive multidimensional control achieved present study suggests non-invasive brain control interface could support clinically useful operation robotic arm motorised wheelchair neuroprosthesis said researchers. four volunteers also showed could get better controlling cursor times tried. although two partially-paralysed people performed better overall researchers said could brains used adapting simply motivated. first time researchers sort success brain-control experiments. teams used eye motion recording techniques. earlier year team mit media labs europe demonstrated wireless cap read brain waves control computer character.
business,brussels raps mobile call charges european commission written mobile phone operators vodafone t-mobile challenge high rates charge international roaming. letters sent two companies commission alleged firms abusing dominant market position german mobile phone market. second time vodafone come commission scrutiny. uk operator already appealing allegations uk roaming rates unfair excessive vodafone response commission letter defiant. believe roaming market competitive expect resist charges said vodafone spokesman. however need time examine statement objections detail formally respond. commission investigation vodafone deutsche telekom t-mobile centres tariffs two companies charge foreign mobile operators access networks subscribers foreign operators use mobile phones germany. commission believes wholesale prices high excess passed consumers. commission aims ensure european consumers overcharged use mobile phones travels around european union commission said statement. vodafone britain big mobile phone operator sent similar statements objections commission july last year. vodafone sent commission response allegations december last year waiting reply. vodafone spokesman said similar process would set motion latest statement objections operations germany. companies three months respond commission allegations process may go time yet spokesman said. commission could charge companies % annual turnover though practice sort figure rarely demanded. commission latest move comes months national telecoms regulators across europe launched joint investigation could lead people charged less using mobile phone travelling abroad. investigation involves regulators assessing whether effective competition roaming market.
sport,juninho demand neill talks juninho agent confirmed player hoping talks martin neill brazilian midfielder comes closer departing celtic. brian hassell says official approach received manchester city english club earmarked possible destination. stressed bbc sport juninho would prefer remain scottish champions. juninho wants assurances return neill first-team plans. become frustrated lack first-team action since move middlesbrough summer. hassel says juninho bought new home would desperately like stay celtic seek move made clear wanted. agent also stressed nothing read -year-old father scotland talk move back botafogo brazil. juninho father simply country see son grandchildren. know interest brazilian club know juninho want go said hassel. wants stay britain. fact wants stay celtic. hassall made clear move manchester city badly need midfield play-maker possibility botafogo mexican outfit red sharks veracruz also expressed interest. thought one stage said. going get game one manager look another whose style play suits you. fan kevin keegan style play. would bad move him. juninho earlier told daily record: manager lot chances put team happened. case opportunity go. would good club good me. part plans point remaining waiting chance never comes. attacking midfielder also claims backing boss martin neill since move celtic park. understand situation continued. manager brings new player club gives player support.
sport,balco case trial date pushed back trial date bay area laboratory cooperative (balco) steroid distribution case postponed. us judge susan illston pushed back preliminary evidentiary hearing due take place wednesday june. official trial date set expected begin september. balco founder victor conte along james valente coach remy korchemny trainer greg anderson charged distributing steroids athletes. anderson clients include barry bonds several baseball stars asked appear congressional inquiry steroid use major leagues. balco defence team already lost appeal case dismissed pre-trial hearing san francisco still argue case go trial. hearing june focus admissibility evidence gathered police raids balco offices anderson home. conte anderson arrested point federal agents obtain statements them. defence expected challenge legality interviews ilston agrees could could reject evidence raids. balco accused united states anti-doping agency (usada) source banned steroid thg modafinil. former double world champion kelli white olympic relay star alvin harrison banned basis materials discovered balco investigation. britain former european champion dwain chambers currently serving two-year ban testing positive thg out-of-competition test . american sprinter marion jones filed lawsuit defamation conte following allegations gave performance-enhancing drugs.
sport,thanou desperate make return greek sprinter katerina thanou says eager compete cleared missing drugs test independent greek tribunal. thanou provisionally suspended missing test olympics decision overturned. iaaf decide compete greece abroad thanou told vima newspaper first interview since athens olympics. given green light run thing want. thanou compatriot kostas kenteris provisionally suspended iaaf december missing three drugs tests. third alleged eve opening ceremony athens olympics. independent tribunal greek athletics federation overturned provisional ban march. iaaf said surprised decision greek tribunal deciding whether appeal decision court arbitration sport. however dick pound chairman world anti-doping authority said appeal decision iaaf not. thanou kenteris face criminal trial later year allegedly avoiding test faking motorcycle accident. thanou said: see people think accident seemed like childish excuse. cannot deny made lot mistakes time. always said needed pr person. athlete would stupid take illegal substances knows undergo tests given moment. champion. cannot risk everything achieved silly way.
business,bat spit drug firm goes market german firm whose main product derived saliva vampire bat looking raise euros ($m; £m) stock market. firm paion said hoped sell million shares third firm - euros share. main drug desmoteplase based protein bat saliva. protein stops blood clotting helps bat drink victims could also used help stroke sufferers. company shares go sale later week scheduled start trading frankfurt stock exchange february. final price top range company could valued much euros. money raised spent largely developing company drugs since desmoteplase already licensed one manufacturer forest laboratories.
entertainment,smith loses us box office crown new comedy diary mad black woman ended smith reign top north american box office. based play tyler perry also stars gun-toting grandmother film took $.m (£.m) first three days release. topping chart two consecutive weeks smith romantic comedy hitch dropped second place takings $m (£.m). keanu reeves supernatural thriller constantine dropped place three. based hellblazer comics film took $.m (£.m) second week release. two new entries came next chart wes craven horror movie cursed werewolf loose los angeles fourth position $.m (£.m). action comedy man house starring tommy lee jones texas ranger assigned protect cheerleader squad came fifth $m (£.m). clint eastwood boxing drama million dollar baby recipient four academy awards including best picture continued perform well sixth place takings $.m (£.m). martin scorsese hollywood biopic aviator five oscars minor categories held ninth place. low-budget feature diary mad black woman stars kimberly elise woman thrown streets philandering husband. help grandmother madea (one three roles played perry) plots revenge. perry one america best-known black playwrights newcomer film. made homeless investing money unsuccessful productions work lives mansion diary mad black woman filmed.
tech,multi-purpose tv aids india two-thirds world population billion people live $ year less. might think last thing minds would getting television set computer. case. many people developing world give one daily meals afford buy tv. indian-born computer engineer thinks come way give cheap access internet. carnegie mellon professor raj reddy spent bulk professional career trying find ways make technology accessible poor people. first step figure poor people would want personal computer professor reddy thinks pretty good idea might. come village says prof reddy know population like many illiterate many concerns. nobody use conventional uses pc word processing powerpoint said. clear people wanted use pcs village usable illiterate people must primarily entertainment education telemedicine access expert advice. prof reddy also thinks tying kind aid package wrong approach. asked -- aid group could possibly give expensive computers million less fortunate indians let alone billions poor people around world instead prof reddy decided think million indians potential market. problem becomes one making product compelling enough. must compelling would give third meal order prof reddy says. people today television sets. go india many countries first go get television set worry one meal. personalized entertainment become important. hatched completely new idea. calls pctvt personal computer television telephone one runs normal desktop machine. literate users surf applications keyboard mouse illiterate users use looks like television remote control. screen pictures words designate applications like tv voice mail video e-mail. dependence graphics video audio means computer illiterate person needs times power memory one phd. prassana rambathla one prof reddy graduate students says talking illiterate talking audio video demands exponentially high bandwidth. choke point time withstand anything matter pressing. major part making foolproof tough never breaks says. carnegie mellon team says project possible pcs much cheaper built-in audio video hardware software. limited trials pctvt due start month indian state andhra pradesh. although andhra pradesh fairly good infrastructure work done ensure reliable connections net. prof reddy teamed eric brewer university california berkeley. answer says prof brewer wi-fi. looking thing see starbuck many hotspots says. lot work long-distance wireless make network work better presence intermittency power goes links go computers connected get turned reason. prof reddy says hopes lease pctvts $ month thinks indians rent units television dvd capabilities. reddy says introduce pctvt technologies video mail. example farmer could use pctvt webcam send picture harmful insect local official could send back proposed course action farmer. prof reddy thinks kind communication real pay-off. underlying problem says increase wealth reduce poverty reduce illiteracy improve health care. postulating technology enable them. would uphill battle. even technology uphill battle. tool. hope. reach ways possible before. clark boyd technology correspondent world bbc world service wgbh-boston co-production
tech,lifestyle governs mobile choice faster better funkier hardware alone going help phone firms sell handsets research suggests. instead phone firms keen get customers pushing technology sake. consumers far interested handsets fit lifestyle screen size onboard memory chip inside shows in-depth study handset maker ericsson. historically industry much focus using technology said dr michael bjorn senior advisor mobile media ericsson consumer enterprise lab. stop saying technologies change lives said. try speak consumers language help see fits told bbc news website. study ericsson interviewed mobile phone owners ways use phone. people habits remain said dr bjorn. move activity mobile phone much convenient way it. one good example diary-writing among younger people said. diaries always popular mobile phone -- especially one equipped camera -- helps keep different form. youngsters use text messages also reflects desire chat keep contact friends lets slightly changed way. dr bjorn said although consumers always use phone sheer variety new handset technologies make possible gradually drive new habits lifestyles. ericsson research shown consumers divide different tribes use phones different ways. dr bjorn said groups dubbed pioneers materialists interested trying new things behind start many trends phone use. instance said older people using sms much five years ago. younger users often children ageing mobile owners encouraged older people try could keep touch. another factor governing speed change mobile phone use simple speed new devices bought pioneers materialists. % people handsets new innovations cameras consumers stop worrying send picture message person end able see it. significant number users passed use new innovations tends take off. dr bjorn said early reports camera phone usage japan seemed imply innovation going flop. however said % japanese people ericsson questioned use camera phone least month. figure %. similarly across europe numbers people taking snaps cameras starting rise. % people uk took phonecam snap least month. figure %. similar rises seen many european nations. dr bjorn said people also used camera phones different ways film even digital cameras. usage patterns digital cameras almost exactly replacing usage patterns analogue cameras said. digital cameras tend used significant events weddings holidays birthdays. contrast said camera phones used much capture moment woven everyday life.
tech,mobile music challenges ipod age nokia microsoft agreed deal work delivery music handsets sony ericsson unveiled phone walkman motorola working itunes phone. mobile phones replace mp player pocket music download market growing steadily since record firms embraced digital distribution. ease use relative low price increased access broadband helped drive phenomenal growth mp players. full-length music downloads mobile phones taken quickly held back technical challenges well issues music availability. mobile music industry confident days dedicated mp players numbered. gilles babinet chief executive mobile music firm musiwave said: music downloads mobiles potential biggest-ever medium music. musiwave provides downloading infrastructure mobile phone market mr babinet said industry enjoying definite momentum. hurdles overcome. mobile phones offer limited storage music certainly nothing rival apple gb ipod. first mobile phones hard disk players market soon current generation mobiles using flash technology store one gigabyte music enough songs. working hard disk area bringing exciting devices jonas guest vice president entertainment nokia told bbc news website. mobiles become mere storage devices one problems could mobiles used storage playback pcs used downloading said mr babinet want people cast aside pcs want mobile users hook existing ecosystems explained mr guest. must enable people transfer music pc handset vice versa. one key elements nokia microsoft deal agreed ability transfer songs handset pc. microsoft adopt open standards allowing music cross boundaries first time. songs downloaded pc mobile transferred platforms. line online wireless going blur predicted ted cohen senior vice president digital development distribution emi. said: market regional maturity. asia beyond belief. majority digital revenues asia comes mobiles. north america fixed line equilibrium europe. emi currently offers entire download catalogue use pcs mobile phones. mr cohen said: going important connect g wireless pc. want music continuum. seamless experience mobiles pc downloads approaching predicted. mr babinet said mobile phone number advantages pcs would see become focus music downloading future. getting music pc onto device easy experience. switch pc load operating system load program buy music download music transfer music. steps done one step mobile phone. said mobile phone billing system would make easier teenagers embrace downloads pre-paid cards already accepted age group. certainly problem battery memory bandwidth. current status. potential. music mobile. three men said social interaction mobile music would drive market. mr cohen said: send song either billed send listen want keep billed you. social phenomenon. mr babinet said: today use radio tv discover music. tomorrow discover consume music via one device mobile.
politics,row police power csos police federation said strongly opposes giving community support officers (csos) power detain suspects minutes. powers piloted six areas extended police forces england wales thursday. federation said csos experience training safety equipment deal potentially confrontational situations. government said move would help police build safe communities police federation chairman jan berry said civilian officers act eyes ears police. placed potentially confrontational situations detaining someone clearly said. csos use reasonable force detain suspects minutes wait police officers arrive. powers granted chief constables local forces. ms berry said dramatically changes original purpose visible presence combating low-level crime anti-social behaviour. said powers would mean paperwork less time street. home office minister hazel blears defended move saying would give civilian officers little bit edge denied role changing said new powers would take away streets. powers bringing things need patrolling said. home office produced report csos describes encouraging ms blears said study shows csos making real difference fight crime. report also showed public difficulties distinguishing civilian officer proper officer. shadow home secretary david davis said research appeared acknowledge csos discernible effect crime figures. answer lot real police government wants recruit people arrest anyone said. bbc home affairs correspondent danny shaw said research inconclusive. csos england wales government intends streets cost £m. already powers hand fines wide range offences. serious organised crime police bill proposes extra powers search suspects enforce licensing offences direct traffic deter begging.
business,venezuela reviews foreign deals venezuela review foreign investment mining industries effort strengthen indigenous industrial output. president hugo chavez ordered existing contracts foreign firms examined see provide maximum benefits country. review cover production gold aluminium iron ore although excludes country oil sector. chavez sought extend state role sectors economy. left-wing president conducting controversial review land ownership country also seeking create state-run telecoms firm compete foreign-owned businesses. argued major economic reforms vital improve lives venezuela poorest citizens. announcing review raw material production minister victor alvarez said government would seek transfer technology training capability content projects foreign partners. defending national sovereignty use national resources must serve endogenous development nation mr alvarez said. reason reviewing memorandums understanding letters intent agreements signed contracts check comply directives. everything absolutely everything reviewed. venezuela previously assured foreign companies operations mineral rich country respects existing contracts. however government insisted needed develop industrial infrastructure order create new jobs lessen reliance foreign partners. going carry slaves suppliers raw materials lives never develop productive capacity mr alvarez added. companies united states canada france switzerland substantial investments venezuela mining sector.
business,india maruti sees profits jump india biggest carmaker maruti reported sharp increase quarterly profit booming economy low interest rates boosted demand. net profit surged % .bn rupees ($.m; £.m) last three months compared .bn rupees year earlier. total sales .bn rupees % period. maruti accounts half india domestic car sales luring consumers cheap fuel-efficient vehicles. demand india also driven poor state public transport low level car ownership analysts said. figures show eight people per thousand car owners. maruti beat market expectations despite increase raw materials costs. company majority-owned japan suzuki said increase steel raw material prices partially offset cost cutting. sales fiscal third quarter including vans utility vehicles rose .% . units. maruti company benefiting indian economic growth gives consumer greater spending power. utility vehicle tractor maker mahindra reported % rise net profit last three months . profit .bn rupees compared .m rupees year earlier.
tech,t-mobile bets pocket office t-mobile launched latest pocket office third-generation (g) device also built-in wi-fi high-speed wireless net access. unlike devices user check high-speed network available transfer data device selects fastest one itself. mda iv released summer upgrade company existing smartphone .g/wi-fi mda iii. reflects push mobile firms devices like mini laptops. device display swivelled angled used like small computer conventional clamshell phone. microsoft mobile phone two cameras qwerty keyboard reflects design similar all-in-one models released year motorola mpx. one five european workers already mobile meaning spend significant time travelling office rene obermann t-mobile chief executive told press conference gsm trade show cannes. added: need office office. t-mobile said seeing increasing take calls office pocket devices mdas sold europe already. response demand t-mobile also said would adding latest phone-shaped blackberry mobile range. reflecting growing need connected outside office announced would introduce flat-fee £ ($) month wi-fi tariff people uk using wi-fi hotspots. said would nearly double number hotspots places wi-fi access available globally . also announced installing high-speed wi-fi certain train services uk london brighton service provide commuters fast net connection too. service developed southern trains nomad digital (who provide technology) begins free trial trains route early march end april. full service set follow summer. wi-fi access points connected wimax wireless network faster wi-fi running alongside train tracks. brian mcbride managing director t-mobile uk said: see growing trend business users needing access e-mail securely move. able offer maintaining constant data session entire journey. said something similar in-train wi-fi services offered gner trains offer yet. mr obermann added mobile industry general still growing many opportunities services would bear fruit mobile companies future. thousands mobile industry experts gathered cannes france gsm runs february.
business,minister hits yukos sale russia renationalisation energy industry needs reversed senior government figure warned. economy minister german gref told kommersant newspaper direct state involvement oil unjustified comments follow sale much oil giant yukos cover back taxes deal effectively took firm assets public ownership. december another senior economic adviser called sale swindle century yuganskneftegaz unit produced % yukos output seized sold december less $bn previously unknown firm called baikal. baikal promptly passed hands state-controlled firm rosneft shortly merge state gas giant gazprom. used see street hustlers kind thing andrei illarionov economic adviser president vladimir putin told press conference. officials it. within days stripped responsibilities. mr gref well-known opponent nationalisation competitive parts market keen distance mr iliaronov comments. privatisation companies yukos badly handled said. stressed government needed get oil. think rosneft yuganskneftegaz become state-owned company must privatized said. today government ineffective state companies result overwhelming part ineffective well. warned using back taxes deal firms like yukos technique applied kremlin several firms mistake. follow logic nationalise businesses said. many large russian companies particularly energy sector use complex webs offshore companies avoid taxes. mr gref also poured cold water president putin promises doubled economic growth within decade. assault yukos assets widely blamed slowdown economic growth recent months. task simply double gdp; instead use gdp qualitatively improve people lives mr gref told kommersant. need simply increase gdp improve structure. instead focusing headline growth figures russia needed focus better institutions efficient less corrupt court system.
